입력코드,항목명,항목분류내용,처리코드,포함항목,제외항목,출처
2810-2830,상하수도 및 폐기물처리,"상·하수도, 폐기물 및 기타주거관련서비스 이용에 대한 지출",L4,[],[],항목분류집
2810,상수도·하수도료,물공급 및 오수처리서비스의 대가로 지불한 비용,S,"['상하수도요금, 공동수도료']",[],항목분류집
2820,급탕비,공동주택에서 온수공급 대가로 지불한 비용,S,['중앙 및 지역난방의 급탕비 등'],['난방을 위해 공급되는 온수 ⇒ 공동주택 난방비(2970)'],항목분류집
2830,쓰레기처리,쓰레기 및 폐기물처리에 대한 대가로 지출하는 비용,S,"['쓰레기봉투, 폐기물봉투 및 스티커 구입', '폐품수거료, 음식물처리비']",['해충퇴치 ⇒ 기타주거서비스(2890)'],항목분류집
2860-2890,기타주거관련서비스,공동주택관리 및 주거를 위한 공동비용 등 주거관련 서비스,L5,[],[],항목분류집
2860,공동주택관리비,"아파트, 연립주택, 오피스텔, 원룸 등 공동주택을 관리(청소, 경비, 소독 등)하기 위해 청구되는 비용 중 타 항목에 분리되지 않는 항목. 전기료 등 이용에 따라 부과하는 항목을 제외한 공동주택관리비에 청구된 모든 금액.",L510,"['아파트일반관리비, 아파트정원관리비 등', '아파트 등 공동주택의 주요시설 교체 및 보수를 위해 징수·적립하는 것, 아파트수선충당금', '안전검사비, 회계감사비 등 기타관리비']","['아파트관리비 세부항목 분류 ・화재보험료 ⇒ 화재보험(7820) ・상수도료, 하수도료 ⇒ 상하수도료(2810) ・전기료 ⇒ 전기료(2910) ・중앙난방비 ⇒ 공동주택난방비(2970) ・음식물쓰레기처리비용 ⇒ 쓰레기처리(2830)']",항목분류집
2890,기타주거서비스,위의 항목에 분류되지 않은 주거관련 서비스,L590,"['정원관리, 사설 보안경비 업체비용 등', '마을정원관리, 마을공동공간 청소료, 마을물탱크 청소료', '소독비, 가스누출점검비, 해충퇴치비 등 기타주거서비스', '광촉매, 산소촉매 등 새집증후군 대비 서비스 비용', '정화조청소비, 유료화장실이용료 등 기타청소료', '홈IOT서비스 비용']",['대출 시 담보설정비'],항목분류집
2910-2995,연료비,"조명, 냉난방 및 취사 등 일상가사를 영위하기 위해 지출하는 연료관련 비용",,[],['차량용 연료는 제외'],항목분류집
2910,전기료,"가구에서 조명, 냉‧난방, 동력 등을 위하여 소비한 전기에 대하여 지급하는 비용",ND,"['전기료', '공동주택에서 가구에 할당되는 공동전기료 등']",[],항목분류집
2920,도시가스,일반도시가스사업자 및 간이가스사업자가 공급하는 도시가스(LNG) 구입금액,L620,['도시가스(LNG)'],"['도시가스설치비, 가스연결비 ⇒ 설비·수리서비스']",항목분류집
2930,LPG연료,가정용 LPG연료 구입금액,L630,['LPG(취사 및 냉난방용)'],"['LPG통 ⇒ 기타소형공구 및 가사용품(3790)', '차량용LPG ⇒ 차량용 LPG(4725)']",항목분류집
2940,등유,광열수도용 등유 구입금액,L640,"['등유, 방카C유 등']",['차량용 가솔린 ⇒ 차량용 휘발유(4715)'],항목분류집
2960,연탄,고체화석연료로 석탄을 가공한 연료,L660,"['연탄, 번개탄 등']",[],항목분류집
2970,공동주택난방비,중앙난방 및 지역난방 회사로부터 난방을 위해 공급받는 온수에 대해 지급하는 비용,ND,"['공동주택(아파트,연립주택 등) 중앙난방비', '지역난방으로부터 난방을 위해 구입한 온수, 열 및 증기 등']",['수도관을 통해 공급되는 온수 ⇒ 급탕비(2820)'],항목분류집
2995,경유 및 기타연료비,광열수도용 경유 및 위의 항목에 분류되지 않은 기타연료비 광열비,L695,"['광열수도용 경유', '학교에서 학생이 부담하는 냉·난방비', '목탄, 장작, 일반적 용도의 숯(연료용) 등', '버너용 알콜, 고체 알콜연료 등', '부탄가스 등', '가정용 바이오연료, 벽난로용 알콜, 바이오매스 등']","['식재료 숯 ⇒ 기타미분류식품(1695)', '관상숯 ⇒ 화훼 및 원예용품(5260)']",항목분류집
3005-3950,가정용품 ․ 가사서비스,"장롱 등의 가구와 가정생활에 필요한 취사, 냉·난방, 세탁, 청소, 재봉 등에 필요한 상품 또는 관련 서비스에 대한 지출",,[],[],항목분류집
3005-3095,가구 및 조명,가정에서 사용하는 가구에 대한 지출,M0,['중고가구는 해당 품목으로 분류'],[],항목분류집
3005,장롱,주로 이불 및 의류의 수납에 사용되며 서랍이나 선반을 갖추고 있는 가구. 조립식 장롱도 포함,D,"['장롱, 이불장, 옷장, 서랍장 등', '붙박이장, 맞춤식 장롱 포함']","['비키니옷장 ⇒ 밥상 및 기타가구(3095)', '수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)']",항목분류집
3010,화장대,거울과 서랍을 갖추어서 화장도구 등을 넣을 수 있게 만든 가구 및 가구세트,D,"['화장대', '화장대 의자, 거울 등 포함']",['수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)'],항목분류집
3015,침대,수면을 위해 침상 위에 매트리스 등을 이용하는 가구,D,"['침대(2층 침대 포함), 공기주입침대 등', '매트리스 등 부수적 제품', '조립식, 접이식 침대 포함']","['수선비, 렌탈 등 관련서비스 ⇒ 실내장식관련서비스']",항목분류집
3020,장식장,"책, 식기, 접시, 쟁반, 기타잡품 등을 진열하기 위한 용도로 이용하는 가구로 선반이나 서랍을 갖춘 가구",D,"['장식장, 책장', '문갑, 캐비넷', '거실장(TV받침), 오디오장 등']","['부착식 거울 ⇒ 기타실내장식품(3120)', '수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)']",항목분류집
3025,소파,주로 거실(응접실)에서 사용하는 일반가구,D,"['소파, 스툴, 소파용 쿠션', '베드벤치', '거실용 탁자 등']","['일반 천쿠션 ⇒ 기타가정용섬유(3280)', '수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)']",항목분류집
3030,책상,학생의 집중 및 학습의 편의를 위해 구입하는 가구 및 가구세트,D,"['일반책상, 책상 및 책꽂이 일체형', '책꽂이', '제도책상(비업무용) 등', 'PC책상 등']",['수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)'],항목분류집
3035,의자,일반용도로 실내외에서 사용하는 의자로 타 항목에 포함되지 않는 의자. 단품 및 부품도 포함,M045,"['학습 의자, 접이식 의자 등', '야외벤치, 흔들의자, 안락의자']","['식탁용 의자 ⇒ 식탁 및 식탁의자(3040)', '낚시용 의자 ⇒ 등산낚시사냥용품(5230)', '수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)']",항목분류집
3040,식탁 및 식탁의자,음식을 차려 놓고 둘러앉아 먹게 만든 탁자 및 의자,D,"['식탁 및 식탁용 의자', '티테이블 및 의자 셋트', '플라스틱 제품 포함']",['수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)'],항목분류집
3050,조명기구,"형광등, 스탠드 등 조명을 켜기 위한 부착기구(지지대)",D,"['형광등(전구제외), 천정조명, 벽부착등, 고정형 전등 등 제품', '스탠드 및 장식용 등 제품', '조명과 공기순환을 동시에 할 수 있는 기능성 조명기구']","['수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)', '후레쉬 ⇒ 기타가정용기기 및 가전(3390)', '형광등, 전구 ⇒ 전구(3830)']",항목분류집
3095,밥상 및 기타가구,음식을 차리는 데 쓰는 상 및 위에서 분류되지 않은 가구,D,"['교자상, 자개상, 찻상, 소반 등', '유아침대, 아기의자, 아기책상 등 유아가구', '선반(앵글포함), 설치옷걸이(행거), 빨래건조대 등', '부착형 사다리(아래층과 윗층 연결),방구분 파티션', '신발장, 선반, 야외가구, 플라스틱 정리함. 학생 사물함 등', '비전기식 식기건조대, 싱크대, 쌀통, 찬장', '별도 구입한 식탁용 및 기타가구용 유리 등']","['수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)', '종이옷상자 ⇒ 기타가사소모품(3890)', '사무용으로 구입한 책상, 의자 등 집기는 제외(대상 외)', '의료용소파 ⇒ 기타보건의료기구(4090)', '에어매트리스 ⇒ 운동용품(5240)', '사물함 이용료 ⇒ 화물운송 및 보관(4890)', '학생용 공부책상 ⇒ 책상(3030)', '수선비 등 관련서비스 ⇒ 실내장식관련서비스(3130)']",항목분류집
3110-3120,실내장식,주택 내부를 장식하기 위해 구입한 제품에 대한 지출,M1,[],[],항목분류집
3110,카페트,바닥 위에 덮개로 사용되는 제품,D,"['왕골, 대자리, 오크자리', '양탄자, 카페트, 호피, 러그 등 바닥용품', '발닦기 깔개, 현관매트', '소음방지 저감매트 등 기타바닥재']","['가죽등 소파세트 쿠션 ⇒ 소파(3025)', '기타쿠션 ⇒ 기타가정용 섬유(3280)']",항목분류집
3120,기타실내장식품,위 항목에 포함되지 않는 실내장식품,D,"['동양화, 서양화, 조각, 부조, 서예, 족자, 병풍 등', '수족관 동물(금붕어, 거북 등)이 없는 수족관', '꽃병, 조각, 공예품(장식용), 석고상 등', '액자, 거울, 복조리 등', '돌, 회갑 등을 위한 일회성 실내장식품 구입', '크리스마스트리 등 기타실내장식품', '기타실내장식을 위한 상품 구입비']","['수족관동물(금붕어, 거북 등)이 있는 수족관 ⇒ 반려동물관련용품(5275)', '휴대용손거울 ⇒ 기타 개인용품(8190)', '자동차용 실내장식품 ⇒ 차량부품 및 운송기구 관련용품(4705)']",항목분류집
3130-3130,가구·조명 및 장식서비스,가구·조명 및 장식용품과 관련된 서비스에 대한 지출,M2,[],[],항목분류집
3130,실내장식관련서비스,"가구·조명 수선, 실내장식 설치 등과 관련된 서비스",M220,"['가구수선, 이동 및 수평 등을 위한 서비스 비용', '소파천갈이, 가죽도색 등 관련서비스', '돌 및 기타잔치를 위한 풍선장식', '크리스마스트리 등의 설치비', '베란다정원설치비 등', '침대 렌탈']",['해충퇴치비 ⇒ 기타주거서비스(2890)'],항목분류집
3210-3290,가정용 섬유,"가구에서 이용되는 침구, 수건, 커튼 등 섬유제품 및 M3 관련서비스",,[],[],항목분류집
3210,침구류,"이불, 요 등 취침 시 이용하는 제품 및 제품의 재료",SD,"['이불, 요, 담요(모포) 등', '이불커버, 모포커버, 요덮개 등', '베개, 베갯잇, 옥돌베개 등', '면화솜, 화학솜 등', '침대커버, 침대시트 등', '유아용 침구류 등', '기타침구류 및 바닥깔요 등']","['전기를 이용하는 옥매트, 전기담요 ⇒ 기타가전 및 가정용 기기(3390)', '침낭, 야외용 돗자리 ⇒ 등산낚시사냥용품(5230)', 바닥에 접착하여 시공하는 장판 및 바닥재 ⇒ 수선재료(2725) 또는 설비수리서비스(2770)']",항목분류집
3220,수건,얼굴이나 몸에 묻은 수분이나 땀을 닦는 데 쓰는 것,M340,"['미용수건, 목욕수건, 주방용수건, 운동용수건 등']","['때수건 ⇒ 기타이미용용품(8090)', '손수건 ⇒ 실류 및 기타의복관련품(2222)']",항목분류집
3230,커튼,"커튼, 버티컬, 로만쉐이드 등",M360,"['커튼, 버티컬, 발 등 커튼류', '로만쉐이드, 스크린, 블라인드 등', '암막, 암연, 방음 등 기능성커튼 포함']",[],항목분류집
3280,기타가정용 섬유,기타 위의 항목에 분류되지 않은 직물 및 직물제품,M380,"['식탁보, 넵킨, 책상보, 전화받침대(직물제품), 선풍기 보관보, 옷보관보, 해먹, 모기장 등 각종커버', '유아용품(천기저귀, 천기저귀용 커버·띠, 속싸개 등), 포대기, 겉싸개, 소파와 별개의 섬유쿠션, 방석 등', '기타 위에 분류되지 않는 직물제품']",[],항목분류집
3290,가정용섬유관련서비스,"위의 항목에 대한 수선, 세탁 등 관련 서비스",M390,"['커튼, 수건, 침구류 세탁', '이불 솜타는 서비스', '포대기, 겉싸개 등 가정용 섬유의 세탁, 수선, 대여 등 관련 서비스']",[],항목분류집
3305-3390,가전 및 가정용기기,"취사, 냉·난방, 세탁, 청소, 재봉 등에 필요한 내구재",M4,"['부품 및 부분품도 포함', '중고가전 및 가정용 기기는 해당 품목으로 분류']",[],항목분류집
3305,전기밥솥,주로 밥을 짓거나 보관을 목적으로 하는 가정용 전기기기,D,"['전기밥솥, 전기보온밥통, 전기압력밥솥 등', '보온겸용 밥솥', '전기밥솥의 내솥, 패킹 등 부품']",['전기를 사용하지 않는 압력솥 ⇒ 솥과 냄비(3635)'],항목분류집
3310,가스·전자레인지,"LNG, LPG 등 취사용 연료를 이용하여 식료품에 열을 가하여 음식을 조리하는 기구",D,"['가스레인지, 가스오븐', '전자레인지, 전자(광파)오븐레인지 등', '전기레인지(하이라이트, 인덕션)', '휴대용 가스레인지', '가스레인지부품: 가스레인지에 붙어있는 가스차단기, 밸브 등']","['야외용 부탄가스 ⇒ 기타연료비(2990)', '가스설치비 ⇒ 설비·수리서비스(2770)']",항목분류집
3315,일반냉장고,식품 등의 저온저장을 목적으로 하는 가정용 기기,D,"['냉장고, 냉동고', '쌀냉장고, 와인냉장고', '냉장고용 전용선반, 냉매 등 냉장고부품 포함']",['화장품냉장고 ⇒ 이미용기기(8020)'],항목분류집
3320,김치냉장고,주로 김치의 저온저장을 목적으로 하는 냉장고,D,"['김치냉장고', '김치냉장고부품']","['일반냉장고, 냉동고, 기타냉장고 ⇒ 일반냉장고(3315)']",항목분류집
3325,정수기,물을 정수하는 가정용 기기,D,"['정수기, 연수기(수도꼭지형) 등', '정수기맥반석, 필터(정수기용) 등 정수기부품']",['정수기렌탈 및 필터교체서비스 ⇒ 가정용기기 및 가전서비스(3510)'],항목분류집
3330,에어컨 및 선풍기,"실내공기를 시원한 상태로 유지하게 하는 가정용 기기. 냉방, 난방 및 공기청정 기능 겸용 포함",D,"['에어컨, 에어컨부품', '선풍기, 얼음냉풍기 및 관련부품', '에어서큘레이터', '실외기 및 실외기 받침대']","['에어컨 설치비 ⇒ 가정용기기 및 가전서비스(3510)', '에어컨 및 선풍기 커버 ⇒ 기타가정용 섬유(3280)']",항목분류집
3335,난로 및 온풍기,가정용 난방기구,D,"['온풍기, 이동식 라디에이터', '히터(가스, 팬)', '난로(석유, 전기), 스토브']",['냉방 및 난방 기능을 모두 가진 것 ⇒ 에어컨 및 선풍기'],항목분류집
3340,공기청정기 및 가습기,"오염된 공기를 정화하여 신선한 공기로 바꾸는 가정용 기기, 물레방아, 전등 등 각종 장식이 부착된 가습기 포함",M450,"['공기청정기, 산소기, 이온배출기 등', '가열식 및 초음파 가습기, 제습기기', '공기청정기 필터 등 부품 구입비']",[],항목분류집
3345,세탁기,의류 등 세탁을 하는 가정용 기기,D,"['각종 세탁기(일반세탁기, 드럼세탁기)', '의류용 건조기', '의류관리기', '탈수기', '전용연결호스, 세탁기받침대 등 기타 세탁기부품']",[],항목분류집
3350,식기세척기,식기를 세척 또는 건조하는 가정용 기기,D,"['식기세척기, 식기건조기 등']",['식기건조대 ⇒ 밥상 및 기타가구(3095)'],항목분류집
3355,진공청소기,모터로 작동되는 청소기,D,"['진공청소기, 로봇청소기, 스팀청소기 등', '침대청소기, 충전식 소형청소기 등', '청소기 먼지통, 필터 등 청소기 부품']","['펄프청소기, 밀대, 유리창 청소기기 등 비동력청소기']",항목분류집
3390,기타 가전 및 가정용기기,기타 위에 분류되지 않은 가정용 기기,M490,"['전기다리미, 스팀다리미, 보풀제거기 등', '녹즙기, 믹서, 쥬스믹서기, 요구르트 및 청국장 제조기, 전동음식물쓰레기처리기, 에어프라이어', '재봉틀, 금고, 훈증기기, 해충퇴치기기 등', '전기담요, 전기방석, 전기장판, 옥매트 등', '충전기, 어댑터, 코팅기, 전기식 방향제분사기 등', '유축기, 자외선 칫솔소독기, 젖병소독기 등', '전기쿠커, 전기토스터, 제빵기, 전기후라이팬 등 조리기구', '커피메이커, 커피분쇄기, 커피포트 등', '음식커트기, 음식물건조기, 전기약탕기 등', '비데, 렌지후드 등 기타 가정용 기기']","['망치, 톱 등 일반 가정용공구 ⇒ 기타소형공구 및 가사용품(3790)', '해충약, 훈증기약(모기향) ⇒ 살충약품 및 용품(3850)', '낫, 삽, 부삽(모종삽), 화초용가위 등 ⇒ 기타소형공구 및 가사용품(3790)']",항목분류집
3510-3510,가전관련서비스,"대형 및 소형가전의 수리, 임차 및 점검 관련 서비스",M5,[],[],항목분류집
3510,가정용기기 및 가전서비스,가정용 기기의 수리·설치·관리 및 렌탈서비스,M520,"['가정용 기기 수리비 및 가사용품 수리비', '정수기, 비데, 연수기 등의 렌탈비 등 가사용품 임차료', '정수기, 비데 등 필터교환 및 점검 서비스', '에어컨 설치비, 에어컨 가스주입 등 가사용품 설치비', '기타 가정용 기기의 수선·유지·설치·관리 및 렌탈 서비스']",['해충퇴치서비스 ⇒ 기타주거서비스(2890)'],항목분류집
3610-3690,가사용품,주방에서 사용되는 주방용 준내구재. 재질에 상관없음.,M6,[],['전기 및 전동제품은 제외'],항목분류집
3610,식기류,"주방에서 음식물을 담을 수 있는 공기, 대접, 접시 등",SD,"['밥그릇, 국그릇, 냉면그릇(공기, 대접 등)', '반찬그릇(기능성 제품 포함)', '젖병, 젖꼭지, 분유계량 보관통 등 유아용 식기']","['코펠 등 등산용품 ⇒ 등산낚시사냥용품(5230)', '대형식품 보관용 용기 ⇒ 기타주방용품(3690)', '1회용 식기 ⇒ 기타가사소모품(3890)', '제기 ⇒ 혼례 및 장제례용품(8160)']",항목분류집
3620,컵 및 다기,차·주류·음료를 위한 그릇. 수리비 등 관련 서비스 포함,M620,"['머그컵, 스텐컵, 유리컵, 플라스틱컵, 잔 등', '거름망이 포함된 찻잔, 유아용 계량컵, 빨대컵', '컵받침', '텀블러']",[],항목분류집
3635,솥과 냄비,주로 밥을 짓거나 물을 끓이는 데 사용되는 취사용 기구. 수리비 등 관련 서비스 포함,SD,"['가마솥, 압력솥, 돌솥, 도자기 솥 등', '튀김냄비, 찜그릇(찜통), 뚝배기, 주물냄비 등', '냄비뚜껑, 냄비꼭지, 손잡이 등 부분품']",['전기압력밥솥 ⇒ 전기밥솥(3305)'],항목분류집
3640,후라이팬,기름을 두르고 여러 가지 필요한 음식을 지지거나 부치는 넓적한 조리기구. 수리비 등 관련 서비스 포함,M640,['후라이팬'],['전기후라이팬 ⇒ 기타가전 및 가정용기기(3390)'],항목분류집
3660,칼 및 수저류,"포크, 튀김 젓가락, 티스푼 등",SD,"['식칼, 과도, 채칼, 양식용 나이프 등 칼류', '숟가락, 젓가락, 포크', '계량스푼, 유아용 수저, 요술젓가락', '티스푼, 튀김 젓가락 등']",[],항목분류집
3690,기타주방용품,별도 항목에 분류되지 않은 식기주방용품. 수리비 등 관련 서비스 포함,M690,"['대형김치통, 대형유리 밀폐용기(유자차, 과일주용 등), 대형 플라스틱통 등 저장용기', '김칫독(개량), 항아리, 항아리뚜껑 등 항아리류', '싱크대 뚜껑(마개), 싱크대걸이, 싱크대물받이 등', '가위(주방용), 냄비집게, 석면장갑, 석쇠(구이판), 마늘까게, 절구, 강판 등 주방용집기류', '주전자, 물병, 보온병, 도시락, 찬합, 바가지, 만능 용기류 등', '젖병집게 등 유아용품', '이쑤시개통, 수저통, 양념통, 간장통 등 식탁용품류', '주걱, 국자, 뒤집개, 요리집게', '냄비받침대, 조리, 찜틀, 석쇠, 불고기판, 도마, 빙수기, 쟁반 등', '계란절단기, 김말이, 마늘다지기, 병따개, 김솔, 광주리 등 기타주방용품']",[],항목분류집
3710-3790,가정용공구 및 기타,"가구, 가전, 식기류를 제외한 가구에서 사용하는 비가사소모품",M7,[],[],항목분류집
3710,가정용 전동공구,모터 및 전기 등 동력을 이용한 가정용 공구. 수리비 등 관련 서비스 포함,D,"['전기드릴, 전기톱, 연마기 등', '잔디깎기(예초기), 정원트랙터, 잔디깎기, 경운기', '기타 펌프 및 모터를 이용하는 기기', '위의 장비에 대한 수리비']",[],항목분류집
3720,설비관련 기구,주택설비를 위한 가정용 내구재 구입,D,"['보일러, 순간온수기', '사다리 및 이동계단', '라디에이터, 수도절수기, 가스배출기, 환풍기', '초인종, 완강기 등']","['수리비 등 관련서비스', '이동식 라디에이터', 'CCTV기기, 인터폰, 소화기, 화재경보기 등']",항목분류집
3730,건전지,각종 전자제품의 소모품 건전지 및 충전지. 범용 건전지로 모양과 상관없음.,M760,"['건전지, 손목시계건전지', '충전지']","['휴대폰배터리 ⇒ 이동전화기기 등(4930)', '자동차배터리 ⇒ 운송기구부품 및 관련용품(4705)', 'MP3, 카메라 등 충전식 영구내장 배터리 ⇒ 해당물품 (MP3, 카메라)으로 분류']",항목분류집
3790,기타소형공구 및 가사용품,"위에 분류되지 않는 가정용 비전동 소형공구. 수선, 대여 등 관련 서비스 포함 ¶수선, 대여 등 관련 서비스 포함",M790,"['톱, 드라이버, 망치, 스패너, 톱, 다기능칼 등 가정용 공구세트', '화초용가위, 곡괭이, 낫, 삽, 칼갈이, 조리 등 원예 기구', '모든 용도의 열쇠 및 자물쇠(컴퓨터 및 전자자물쇠 포함) 등', '분무기, 가정용 저울, 일반온도계 및 습도계 등', 'LPG통 등 가스관련품', '연탄집게, 멀티탭', '기타 토치, 손전등 등 비전동공구 및 가정용품', '반짇고리, 바늘, 가위, 옷핀 등 재봉관련용품', '옷걸이, 옷상자, 티슈통, 쇼핑주머니, 신문꽂이 등', '화장실 발판, 목욕의자, 샤워커튼, 욕조뚜껑 등', '아기변기, 아기욕조, 유아용코흡입기 등', '카트, 다리미판 등', '아이스박스 등']","['전기드릴, 전기톱 등 ⇒ 가정용 전동공구(3710)', '전구, 형광등 전구 ⇒ 전구(3830)']",항목분류집
3810-3890,가사소모품,"가사(취사, 냉난방, 세탁, 청소, 재봉 등)에 필요한 소모품",M8,[],[],항목분류집
3810,세탁용 세제,"섬유제품의 때를 깨끗이 씻어내기 위한 것. 분말, 고체, 젤, 액체 구분 없음.",M810,"['세탁비누, 가루비누', '액체비누, 세제 등', '표백제, 섬유유연제, 정전기방지제 등']","['부엌용 및 청소용세제 ⇒ 주방 및 청소용세제(3840)', '방향제 및 냄새제거제 ⇒ 기타가사소모품(3890)', '화장비누, 세수 ⇒ 세면비누(8035)', '샴푸, 린스 또는 혼합된 상품 ⇒ 샴푸 및 린스(8040)']",항목분류집
3820,세탁·청소용구,"주로 세탁, 청소 등 가사에 필요한 준내구재",SD,"['대야, 비누곽, 세탁건조대(이동용), 빨래집게, 빨래판, 빨래줄, 세탁볼, 세탁망, 빨래바구니 등', '빗자루, 쓰레받기, 양동이, 쓰레기통, 걸레, 옷솔, 구두솔, 먼지제거용 크리너, 청소용솔, 브러쉬, 흠집 제거기 등', '펄프 청소기, 밀대, 유리창 청소기 등', '고무장갑, 수세미, 행주, 빨래삶는 솥 등', '하수구, 변기 뚫는 기구']",[],항목분류집
3830,전구,전구,M830,"['형광등 전구', '백열전구, 삼파장 전구, LED 전구 등']","['붙박이조명기구(샹들리에 등), 형광등기구(스탠드 등)', '차량용 전구']",항목분류집
3840,주방 및 청소용세제,"식기, 식품 및 주거용품 등의 오물을 씻어내기 위한 것. 분말, 고체, 액체, 젤 등 형태 구분 없음. 청소용 세제도 포함.",M840,"['식기세제', '락스, 욕조용·변기용 세제 등 청소세제', '가스레인지, 유리창 등의 찌든 때 청소용 세제', '하수구, 변기 막힌 것을 뚫는 세제']","['세탁전용 세제 ⇒ 세탁용 세제(3810)', '방향제, 탈취제 ⇒ 기타가사소모품(3890)']",항목분류집
3850,살충약품 및 용품,"섬유, 음식 및 주거 등의 쾌적한 생활을 위해 해충, 해로운 동물 등을 제거·방지하는 데에 사용하는 약제 및 용품",M850,"['해충퇴치, 나프탈렌 소독용품비 등', '모기, 좀벌레, 쌀벌레, 개미, 바퀴벌레약 등', '쥐약, 덫, 모기패치 등']","['해충퇴치서비스 ⇒ 기타주거서비스(2890)', '훈증기기 등 ⇒ 기타가전 및 가정용기기(3390) × 농약 ⇒ 화훼 및 원예용품(5260)', '해충퇴치기기 ⇒ 기타가전 및 가정용기기(3390)']",항목분류집
3890,기타가사소모품,기타 항목에 분류되지 않은 가사소모품,M890,"['(비닐)쇼핑백', '주방용랩, 쿠킹호일, 비닐백, 지퍼백, 비닐압축팩 등', '방향제, 냄새제거제, 방습제 등', '광택제, 왁스, 구두약, 옷감염색약 등', '이쑤시개, 종이컵, 은박접시, 클리너 등', '종이백, 접착제(본드), 양초, 성냥, 칼라시트, 유리창스티커, 테이프크리너, 박스테이프 등', '드라이아이스, 비식용 얼음', '폐식용유 등']","['각종 열쇠, 자물쇠 ⇒ 기타소형공구 및 가사용품(3790)', '발, 롤스크린, 블라인드 ⇒ 커튼(3230)', '체온계, 혈압계 ⇒ 기타보건의료기구(4090)', '투명테이프 ⇒ 기타문구류(5455)', '자동차전용 방향제 ⇒ 차량부품 및 운송기구 관련용품(4705)', '일회용 라이터 ⇒ 기타 개인용품(8190)']",항목분류집
3940-3950,가사서비스,"가사(취사, 냉난방, 세탁, 청소, 재봉 등)서비스에 관련된 지출",M9,[],[],항목분류집
3940,개인 가사사용인 급료,"취사, 세탁, 청소, 재봉, 간병, 육아 등 가사에 관련된 급료 서비스를 타가구의 가구원을 고용해서 직접 대가를 지불하는 경우. 서비스를 제공하는 자를 직접 고용하여 지급하는 개인 가사서비스 급료.",M960,"['가정부, 파출부, 운전사, 정원사, 개인비서 등', '간병인 급료, 개인요리사', '베이비시터, 산후조리사, 친척돌봄, 개인보디가드']",[],항목분류집
3950,업체 가사서비스 이용료,"취사, 세탁, 청소, 재봉, 간병, 육아 등 가사에 관련된 이용료 서비스를 사업체 직원에 맡겨서 서비스를 받는데 드는 비용. 서비스를 받고 업체에 비용을 지급하는 업체 가사 서비스 이용료",S,"['출장요리사의 조리서비스(사업체)', '심부름센터, 장보기대행(사업체)', '침대청소, 세탁기청소, 집먼지 진드기제거(사업체)', '아파트 입주 청소, 이사청소 등(사업체)', '병원에서 식사 등을 데워 먹는데 드는 이용료', '어린이집 식판세척서비스료']","['경비업체의 경비서비스, 해충퇴치서비스 ⇒ 기타주거서비스(2890)', '대리운전료 ⇒ 기타개인교통(4790)']",항목분류집
4010-4200,보건,"사람의 질병 예방, 치료 및 신체의 교정 등에 필요한 상품 및 서비스에 대한 지출",,[],[],항목분류집
4010-4050,의약품,처방의 유무를 불문하고 약사 및 의사 등으로부터 구입한 약품,,[],[],항목분류집
4010,처방양약,"의사, 치과의사 등이 발행한 처방전에 따라 약사가 조제한 약. 연고를 구입할 때도 처방전에 포함되어 있으면 조제약.",ND,['의사 및 치과의사 등의 처방전을 통한 조제약'],['한방조제약 ⇒ 한약 및 한약재(4030)'],항목분류집
4020,판매양약,"약국 및 병원 등에서 치료, 유지 및 회복을 위하여 구입한 제품",N120,"['병원 처방전 없이 구입한 약품 포함', '약품과 함께 구입하여 분리 불가한 기능성 음료 포함', '○ 감기약, 위장약, 소독약, 신경안정, 수면, 구강치료 등을 위한 약품
○ 외상, 안구치료 등을 위한 약품
○ 구충제, 멀미약, 피임약, 파스, 관장약, 여성세정치료제 (의약품)등 기타양약
○ 링거액, 포도당액 등
○ 모발관리용발모제, 탈모방지제, 두피피부약 등 의약품
○ 금연초, 금연껌 등 금연용품']","['× 다이어트 등을 위한 영양보조제 ⇒ 영양보조제(1747) × 다이어트를 위한 식품 ⇒ 기타미분류식품(1695) × 동물용의약품 ⇒ 반려동물관련용품(5275)
× 구강세정제, 여성청결세정제 ⇒ 기타이미용용품(8090) × 머리염색약, 파마약 ⇒ 기타이미용용품(8090)
× 피로회복, 숙취방지 및 해소 등을 위한 제품 ⇒ 기타 음료수(1740)
× 탈모완화샴푸 ⇒ 샴푸(8040)']",항목분류집
4030,한약 및 한약재,질병의 치료 및 건강유지를 위해 구입하는 모든 한약 및 한약재. 일반약국 및 시장에서 구입한 한약재 포함,N130,"['한의사의 처방전에 따른 조제 한약', '한약토룡환, 우황청심원, 쌍화탕(한의원에서 제조) 등', '한방보약', '상황, 영지, 운지버섯 등 약용버섯', '기타 한약재료']","['개소주, 흑염소즙 등 ⇒ 기타육류가공품(1145)']",항목분류집
4060-4060,의료용 소모품,"위의 의약품 이외에 안대, 식염수 등 보건의료 소모품",N2,[],[],항목분류집
